INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	0	4	3	6	6	0	6	23	0	1	0	4	0	34
q16	0	4	3	6	6	0	1	3	0	0	0	0	0	4
q23	0	4	3	6	6	0	1	3	0	0	0	0	0	4
