INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	13	2	1	3	1	2	6	6	0	1	15	39	126	194
q11	4	2	1	3	1	2	0	1	0	0	3	4	1	9
