INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q4	9	2	6	3	0	3	9	7	0	4	5	30	124	180
q47	0	2	6	0	0	0	2	1	0	1	0	0	0	4
q90	9	2	6	3	0	3	2	0	0	2	1	2	4	11
