INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q4	72	1	21	17	0	16	12	6	1	12	12	28	154	229
q149	11	3	13	3	0	3	2	2	0	1	10	2	3	20
