INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	0	2	1	2	1	1	4	7	0	0	4	32	125	173
q11	0	2	1	2	1	1	0	1	0	0	1	4	1	7
q14	4	2	1	2	1	1	1	0	0	0	9	1	2	13
