INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	0	2	1	2	2	0	5	6	0	0	0	2	0	13
q11	0	2	1	2	2	0	0	1	0	0	0	0	0	1
q14	0	2	1	2	2	0	0	1	0	0	0	0	0	1
q17	0	2	1	2	2	0	1	0	0	0	0	0	0	1
q20	0	2	1	2	2	0	0	1	0	0	0	0	0	1
