INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q5	10	2	6	6	0	6	13	10	0	2	9	27	133	195
q48	0	2	1	0	0	0	0	0	0	0	0	0	0	0
q51	10	1	1	1	0	1	0	0	0	0	1	1	2	4
