INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	4	4	3	10	8	2	7	21	0	4	13	54	154	254
q16	38	4	3	24	20	4	0	5	0	2	27	18	3	55
