INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	13	2	1	2	1	1	6	6	0	0	4	29	125	171
q11	4	2	1	2	1	1	0	1	0	0	10	2	1	14
q14	26	3	3	4	2	2	1	2	1	0	2	14	2	22
q21	26	3	3	4	2	2	1	2	0	0	2	8	3	16
q28	26	3	3	4	2	2	1	2	0	0	1	6	2	13
