INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	37	2	3	2	0	2	11	5	0	1	13	33	127	191
q33	37	4	3	2	0	2	2	3	0	0	3	13	4	25
q58	37	2	3	2	0	2	0	1	0	0	1	2	2	6
