INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	72	4	3	8	7	1	6	13	0	0	7	37	165	230
q16	72	4	3	8	7	1	1	4	0	0	1	3	22	32
q23	72	4	3	8	7	1	1	3	0	0	2	3	21	30
q30	72	4	3	8	7	1	1	2	0	0	1	3	203	210
q37	72	4	3	8	7	1	1	2	0	0	1	3	187	194
q44	72	4	3	8	7	1	1	2	0	0	1	2	18	24
q51	72	4	3	8	7	1	0	2	0	0	1	2	205	210
q58	72	4	3	8	7	1	1	2	0	0	1	1	16	21
q65	72	4	3	8	7	1	1	1	0	0	1	2	15	20
q72	72	4	3	8	7	1	1	0	1	0	1	2	16	21
