INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	4	4	3	8	7	1	5	11	0	1	6	34	125	183
q16	4	4	3	8	7	1	1	4	0	0	2	4	4	15
q23	4	4	3	8	7	1	1	3	0	0	1	4	4	13
q30	4	4	3	8	7	1	1	4	0	0	1	3	3	12
q37	4	4	3	8	7	1	0	3	0	0	1	3	3	10
q44	4	4	3	8	7	1	1	2	0	0	1	2	4	11
q51	4	4	3	8	7	1	1	1	0	0	1	3	4	10
q58	4	4	3	8	7	1	1	2	0	0	1	2	3	9
q65	4	4	3	8	7	1	0	2	0	0	1	2	3	8
q72	4	4	3	8	7	1	0	2	0	0	1	2	3	8
q79	4	4	3	8	7	1	1	1	0	0	1	2	3	8
