INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	10	2	6	6	0	6	9	11	0	3	8	28	130	191
q52	0	2	1	4	0	4	0	1	0	0	4	21	2	29
q55	0	2	1	4	0	4	0	1	0	0	3	9	1	14
q58	10	2	1	4	0	4	1	1	0	0	3	6	2	13
q61	1	2	1	4	0	4	0	1	0	0	2	7	2	12
q64	1	2	1	4	0	4	1	1	0	0	3	11	1	17
q67	1	2	1	4	0	4	1	0	0	1	1	6	2	11
q70	1	2	1	4	0	4	0	1	0	0	2	5	1	9
q73	10	2	1	4	0	4	0	0	0	0	2	5	2	9
