GRAAL_COL_0
<https://www.starwars.com/databank/uses>	
<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	
<http://www.imdb.com/actorIn>	
<http://www.imdb.com/fullName>	
<http://www.imdb.com/maleActorIn>	
<http://www.imdb.com/releaseYear>	
<http://www.imdb.com/actressIn>	
<http://www.imdb.com/title>	
<https://www.starwars.com/databank/pilotOf>	
<https://www.starwars.com/databank/usesWeapon>	
<http://www.imdb.com/plays>	
<http://www.w3.org/2000/01/rdf-schema#domain>	
<http://www.w3.org/2000/01/rdf-schema#range>	
<http://www.w3.org/2000/01/rdf-schema#subClassOf>	
<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	
