INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	40	3	3	2	0	2	5	7	1	0	6	43	127	189
q15	40	3	3	2	0	2	0	2	0	0	2	8	2	14
q22	40	3	3	2	0	2	1	2	0	0	2	6	2	13
