INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	72	4	3	8	7	1	9	12	0	1	7	65	177	273
q16	73	4	3	8	7	1	2	7	0	0	2	5	42	58
q23	72	4	3	8	7	1	1	4	0	0	2	3	26	36
q30	72	4	3	8	7	1	1	3	0	0	1	2	208	215
q37	72	4	3	8	7	1	1	2	0	0	1	3	16	23
q44	72	4	3	8	7	1	0	1	1	0	0	2	185	189
q51	72	4	3	8	7	1	0	2	0	0	1	2	16	21
q58	72	4	3	8	7	1	0	2	0	0	1	2	183	188
q65	72	4	3	8	7	1	0	2	0	0	0	2	14	19
q72	72	4	3	8	7	1	0	1	0	0	0	1	14	16
q79	72	4	3	8	7	1	1	1	1	0	0	3	178	184
