INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	40	3	3	2	0	2	6	8	1	0	6	42	125	189
q15	40	3	3	2	0	2	1	2	0	0	2	6	3	14
q22	40	3	3	2	0	2	1	1	0	0	2	6	2	12
q29	40	3	3	2	0	2	1	1	0	0	2	6	3	13
q36	40	3	3	2	0	2	0	1	0	0	1	5	2	9
q43	40	3	3	2	0	2	0	1	0	0	1	4	2	9
