INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q8	18	4	3	8	5	3	6	14	0	2	22	50	126	221
q15	18	4	3	8	5	3	1	4	0	1	6	8	2	22
q22	18	4	3	8	5	3	1	3	0	0	4	6	2	16
q29	18	4	3	8	5	3	0	4	0	0	3	6	2	15
q36	18	4	3	8	5	3	0	3	0	0	3	5	3	14
