INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	18	4	3	20	16	4	6	15	0	2	24	62	147	258
q16	18	4	3	20	16	4	1	5	0	0	6	13	3	28
q23	18	4	3	20	16	4	1	4	0	0	5	9	3	22
q30	18	4	3	20	16	4	0	4	0	0	4	9	4	21
