INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	11	3	1	16	8	8	5	9	0	5	20	81	143	267
q12	4	2	1	4	2	2	0	1	0	0	10	3	2	16
q15	13	2	1	4	2	2	0	1	0	0	1	2	2	6
q18	17	2	3	12	8	2	2	2	0	1	2	1	2	10
q25	17	2	3	12	8	2	0	2	0	0	2	2	1	7
q32	4	4	3	8	7	1	1	3	0	0	0	4	5	13
