INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	38	4	3	24	20	4	6	13	1	3	31	49	149	253
q16	38	4	3	24	20	4	1	6	0	1	12	12	5	37
q23	38	4	3	24	20	4	1	3	0	1	9	9	2	26
q30	38	4	3	24	20	4	0	1	1	1	10	9	4	26
