INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q9	4	4	3	8	7	1	6	12	0	1	6	39	138	204
q16	4	4	3	8	7	1	0	3	0	0	2	3	4	12
q23	4	4	3	8	7	1	1	3	0	0	1	3	3	11
q30	4	4	3	8	7	1	0	3	0	0	1	3	5	12
q37	0	2	1	0	0	0	0	1	0	0	0	0	0	1
q46	10	2	6	6	0	6	2	2	1	2	2	3	6	18
