INPUT	N_ANS	N_TRI	N_REF	N_REW	N_CLASH	N_COVER	T_REF	T_REW	T_CLASH	T_COVER	T_CORE	T_OP	T_QEV	T_TOTAL
q6	11	3	1	4	2	2	6	9	0	2	9	52	140	219
q9	12	3	18	5	0	5	6	4	0	2	9	2	6	29
q62	0	2	14	12	0	10	2	4	0	2	2	5	15	31
q105	10	2	6	6	0	6	2	1	0	1	1	2	5	13
q148	11	3	1	4	2	2	0	0	0	1	2	10	3	16
